"codigo","species","img"
"Sep28(30).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep28(30).jpg"
"Sep28(31).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep28(31).jpg"
"Sep28(32).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep28(32).jpg"
"Sep28(34).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep28(34).jpg"
"Sep28(35).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep28(35).jpg"
"Sep28(36).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep28(36).jpg"
"Sep28(37).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep28(37).jpg"
"Sep28(5).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep28(5).jpg"
"Sep28(6).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep28(6).jpg"
"Sep28(7).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep28(7).jpg"
"Sep28(8).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep28(8).jpg"
"Sep28(9).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep28(9).jpg"
"Sep29(10).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(10).jpg"
"Sep29(12).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(12).jpg"
"Sep29(14).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(14).jpg"
"Sep29(15).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(15).jpg"
"Sep29(17).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(17).jpg"
"Sep29(2).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(2).jpg"
"Sep29(21).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(21).jpg"
"Sep29(22).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(22).jpg"
"Sep29(24).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(24).jpg"
"Sep29(25).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(25).jpg"
"Sep29(3).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(3).jpg"
"Sep29(31).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(31).jpg"
"Sep29(36).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(36).jpg"
"Sep29(40).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(40).jpg"
"Sep29(5).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(5).jpg"
"Sep29(6).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(6).jpg"
"Sep29(7).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(7).jpg"
"Sep29(8).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(8).jpg"
"Sep29(9).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep29(9).jpg"
"Sep30(14).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep30(14).jpg"
"Sep30(15).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep30(15).jpg"
"Sep30(18).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep30(18).jpg"
"Sep30(23).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep30(23).jpg"
"Sep30(3).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep30(3).jpg"
"Sep30(33).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep30(33).jpg"
"Sep30(34).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep30(34).jpg"
"Sep30(38).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep30(38).jpg"
"Sep30(41).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep30(41).jpg"
"Sep30(43).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep30(43).jpg"
"Sep30(52).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep30(52).jpg"
"Sep30(53).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep30(53).jpg"
"Sep30(54).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep30(54).jpg"
"Sep30(55).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep30(55).jpg"
"Sep30(60).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep30(60).jpg"
"Sep30(61).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep30(61).jpg"
"Sep30(62).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep30(62).jpg"
"Sep30(69).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep30(69).jpg"
"Sep35(3).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep35(3).jpg"
"Sep35(4).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep35(4).jpg"
"Sep43(4).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep43(4).jpg"
"Sep53(4).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep53(4).jpg"
"Sep56(11).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep56(11).jpg"
"Sep56(16).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep56(16).jpg"
"Sep56(17).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep56(17).jpg"
"Sep59(3).jpg","Symphurus sp","figs/2015/Otolitos-Sep/Symphurus sp/Sep59(3).jpg"
"Sep12(1).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(1).jpg"
"Sep12(10).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(10).jpg"
"Sep12(11).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(11).jpg"
"Sep12(12).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(12).jpg"
"Sep12(13).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(13).jpg"
"Sep12(14).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(14).jpg"
"Sep12(15).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(15).jpg"
"Sep12(16).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(16).jpg"
"Sep12(17).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(17).jpg"
"Sep12(18).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(18).jpg"
"Sep12(19).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(19).jpg"
"Sep12(2).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(2).jpg"
"Sep12(3).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(3).jpg"
"Sep12(4).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(4).jpg"
"Sep12(5).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(5).jpg"
"Sep12(6).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(6).jpg"
"Sep12(7).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(7).jpg"
"Sep12(8).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(8).jpg"
"Sep12(9).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep12(9).jpg"
"Sep13(7).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep13(7).jpg"
"Sep13(8).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep13(8).jpg"
"Sep14(7).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep14(7).jpg"
"Sep15(2).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep15(2).jpg"
"Sep15(4).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep15(4).jpg"
"Sep16(2).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep16(2).jpg"
"Sep16(3).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep16(3).jpg"
"Sep16(4).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep16(4).jpg"
"Sep20(1).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep20(1).jpg"
"Sep20(2).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep20(2).jpg"
"Sep20(3).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep20(3).jpg"
"Sep20(5).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep20(5).jpg"
"Sep20(6).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep20(6).jpg"
"Sep20(8).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep20(8).jpg"
"Sep20(9).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep20(9).jpg"
"Sep21(10).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep21(10).jpg"
"Sep21(2).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep21(2).jpg"
"Sep21(3).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep21(3).jpg"
"Sep21(4).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep21(4).jpg"
"Sep21(5).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep21(5).jpg"
"Sep21(6).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep21(6).jpg"
"Sep21(7).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep21(7).jpg"
"Sep21(8).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep21(8).jpg"
"Sep21(9).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep21(9).jpg"
"Sep23(1).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep23(1).jpg"
"Sep23(13).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep23(13).jpg"
"Sep23(2).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep23(2).jpg"
"Sep23(5).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep23(5).jpg"
"Sep23(6).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep23(6).jpg"
"Sep23(8).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep23(8).jpg"
"Sep24(11).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep24(11).jpg"
"Sep24(12).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep24(12).jpg"
"Sep24(13).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep24(13).jpg"
"Sep24(14).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep24(14).jpg"
"Sep24(2).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep24(2).jpg"
"Sep24(3).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep24(3).jpg"
"Sep24(4).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep24(4).jpg"
"Sep24(6).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep24(6).jpg"
"Sep24(7).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep24(7).jpg"
"Sep24(8).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep24(8).jpg"
"Sep24(9).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep24(9).jpg"
"Sep25(11).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep25(11).jpg"
"Sep25(12).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep25(12).jpg"
"Sep25(13).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep25(13).jpg"
"Sep25(14).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep25(14).jpg"
"Sep25(15).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep25(15).jpg"
"Sep25(16).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep25(16).jpg"
"Sep25(17).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep25(17).jpg"
"Sep25(18).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep25(18).jpg"
"Sep25(19).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep25(19).jpg"
"Sep25(20).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep25(20).jpg"
"Sep25(43).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep25(43).jpg"
"Sep26(1).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(1).jpg"
"Sep26(10).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(10).jpg"
"Sep26(11).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(11).jpg"
"Sep26(12).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(12).jpg"
"Sep26(13).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(13).jpg"
"Sep26(14).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(14).jpg"
"Sep26(15).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(15).jpg"
"Sep26(16).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(16).jpg"
"Sep26(17).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(17).jpg"
"Sep26(18).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(18).jpg"
"Sep26(19).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(19).jpg"
"Sep26(2).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(2).jpg"
"Sep26(20).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(20).jpg"
"Sep26(21).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(21).jpg"
"Sep26(22).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(22).jpg"
"Sep26(23).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(23).jpg"
"Sep26(24).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(24).jpg"
"Sep26(25).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(25).jpg"
"Sep26(26).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(26).jpg"
"Sep26(27).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(27).jpg"
"Sep26(28).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(28).jpg"
"Sep26(29).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(29).jpg"
"Sep26(3).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(3).jpg"
"Sep26(31).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(31).jpg"
"Sep26(34).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(34).jpg"
"Sep26(35).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(35).jpg"
"Sep26(36).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(36).jpg"
"Sep26(37).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(37).jpg"
"Sep26(39).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(39).jpg"
"Sep26(4).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(4).jpg"
"Sep26(40).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(40).jpg"
"Sep26(41).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(41).jpg"
"Sep26(42).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(42).jpg"
"Sep26(47).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(47).jpg"
"Sep26(5).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(5).jpg"
"Sep26(7).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(7).jpg"
"Sep26(8).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(8).jpg"
"Sep26(9).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep26(9).jpg"
"Sep27(1).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep27(1).jpg"
"Sep27(12).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep27(12).jpg"
"Sep27(13).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep27(13).jpg"
"Sep27(14).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep27(14).jpg"
"Sep27(15).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep27(15).jpg"
"Sep27(16).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep27(16).jpg"
"Sep27(17).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep27(17).jpg"
"Sep27(18).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep27(18).jpg"
"Sep27(2).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep27(2).jpg"
"Sep27(20).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep27(20).jpg"
"Sep27(21).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep27(21).jpg"
"Sep27(23).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep27(23).jpg"
"Sep27(24).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep27(24).jpg"
"Sep27(4).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep27(4).jpg"
"Sep27(9).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep27(9).jpg"
"Sep28(1).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep28(1).jpg"
"Sep28(2).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep28(2).jpg"
"Sep28(3).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep28(3).jpg"
"Sep28(4).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep28(4).jpg"
"Sep29(1).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep29(1).jpg"
"Sep29(26).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep29(26).jpg"
"Sep29(27).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep29(27).jpg"
"Sep29(28).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep29(28).jpg"
"Sep29(30).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep29(30).jpg"
"Sep29(33).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep29(33).jpg"
"Sep29(35).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep29(35).jpg"
"Sep30(25).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep30(25).jpg"
"Sep30(42).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep30(42).jpg"
"Sep30(45).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep30(45).jpg"
"Sep30(56).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep30(56).jpg"
"Sep30(66).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep30(66).jpg"
"Sep30(67).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep30(67).jpg"
"Sep30(68).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep30(68).jpg"
"Sep59(10).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep59(10).jpg"
"Sep59(11).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep59(11).jpg"
"Sep59(13).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep59(13).jpg"
"Sep59(14).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep59(14).jpg"
"Sep59(6).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep59(6).jpg"
"Sep59(7).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep59(7).jpg"
"Sep59(8).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep59(8).jpg"
"Sep59(9).jpg","Synodus","figs/2015/Otolitos-Sep/Synodus/Sep59(9).jpg"
"Sep22(3).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep22(3).jpg"
"Sep23(3).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep23(3).jpg"
"Sep23(4).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep23(4).jpg"
"Sep23(7).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep23(7).jpg"
"Sep24(10).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep24(10).jpg"
"Sep25(1).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep25(1).jpg"
"Sep25(2).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep25(2).jpg"
"Sep25(7).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep25(7).jpg"
"Sep29(32).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep29(32).jpg"
"Sep30(44).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep30(44).jpg"
"Sep30(46).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep30(46).jpg"
"Sep35(2).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep35(2).jpg"
"Sep35(6).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep35(6).jpg"
"Sep35(7).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep35(7).jpg"
"Sep37(1).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep37(1).jpg"
"Sep37(10).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep37(10).jpg"
"Sep37(2).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep37(2).jpg"
"Sep37(3).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep37(3).jpg"
"Sep37(8).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep37(8).jpg"
"Sep37(9).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep37(9).jpg"
"Sep39(1).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep39(1).jpg"
"Sep53(1).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep53(1).jpg"
"Sep53(10).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep53(10).jpg"
"Sep53(11).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep53(11).jpg"
"Sep53(12).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep53(12).jpg"
"Sep53(13).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep53(13).jpg"
"Sep53(14).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep53(14).jpg"
"Sep53(8).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep53(8).jpg"
"Sep53(9).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep53(9).jpg"
"Sep56(10).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep56(10).jpg"
"Sep56(12).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep56(12).jpg"
"Sep56(19).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep56(19).jpg"
"Sep56(3).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep56(3).jpg"
"Sep56(5).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep56(5).jpg"
"Sep56(6).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep56(6).jpg"
"Sep56(7).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep56(7).jpg"
"Sep56(8).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep56(8).jpg"
"Sep56(9).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep56(9).jpg"
"Sep57(1).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep57(1).jpg"
"Sep60(4).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep60(4).jpg"
"Sep60(8).jpg","Vinciguerria lucetia","figs/2015/Otolitos-Sep/Vinciguerria lucetia/Sep60(8).jpg"
